#layer  Play  Plev
127363  668.6  669.6
127364  666.5  667.5
127365  664.3  665.4
127366  662.2  663.3
127367  660.1  661.2
127368  658.0  659.1
127369  656.0  657.0
127370  653.9  654.9
127371  651.8  652.8
127372  649.7  650.8
127373  647.6  648.7
127374  645.6  646.6
127375  643.5  644.6
127376  641.5  642.5
127377  639.4  640.4
127378  637.4  638.4
127379  635.3  636.4
127380  633.3  634.3
127381  631.3  632.3
127382  629.2  630.3
127383  627.2  628.2
127384  625.2  626.2
127385  623.2  624.2
127386  621.2  622.2
127387  619.2  620.2
127388  617.2  618.2
127389  615.2  616.2
127390  613.2  614.2
127391  611.3  612.2
127392  609.3  610.3
127393  607.3  608.3
127394  605.4  606.3
127395  603.4  604.4
127396  601.4  602.4
127397  599.5  600.5
127398  597.6  598.5
127399  595.6  596.6
127400  593.7  594.7
127401  591.8  592.7
127402  589.8  590.8
127403  587.9  588.9
127404  586.0  587.0
127405  584.1  585.1
127406  582.2  583.2
127407  580.3  581.3
127408  578.4  579.4
127409  576.6  577.5
127410  574.7  575.6
127411  572.8  573.7
127412  570.9  571.9
127413  569.1  570.0
127414  567.2  568.2
127415  565.4  566.3
127416  563.5  564.5
127417  561.7  562.6
127418  559.9  560.8
127419  558.0  558.9
127420  556.2  557.1
127421  554.4  555.3
127422  552.6  553.5
127423  550.8  551.7
127424  549.0  549.9
127425  547.2  548.1
127426  545.4  546.3
127427  543.6  544.5
127428  541.8  542.7
127429  540.0  540.9
127430  538.3  539.1
127431  536.5  537.4
127432  534.7  535.6
127433  533.0  533.8
127434  531.2  532.1
127435  529.5  530.3
127436  527.7  528.6
127437  526.0  526.8
127438  524.2  525.1
127439  522.5  523.4
127440  520.8  521.7
127441  519.1  519.9
127442  517.4  518.2
127443  515.7  516.5
127444  514.0  514.8
127445  512.3  513.1
127446  510.6  511.4
127447  508.9  509.7
127448  507.2  508.0
127449  505.5  506.4
127450  503.8  504.7
127451  502.2  503.0
127452  500.5  501.3
127453  1011.6  1013.0
127454  1008.7  1010.1
127455  1005.8  1007.3
127456  1003.0  1004.4
127457  1000.1  1001.6
127458  997.3  998.7
127459  994.5  995.9
127460  991.6  993.0
127461  988.8  990.2
127462  986.0  987.4
127463  983.2  984.6
127464  980.4  981.8
127465  977.6  979.0
127466  974.8  976.2
127467  972.0  973.4
127468  969.2  970.6
127469  966.4  967.8
127470  963.7  965.0
127471  960.9  962.3
127472  958.1  959.5
127473  955.4  956.7
127474  952.6  954.0
127475  949.9  951.2
127476  947.1  948.5
127477  944.4  945.8
127478  941.7  943.0
127479  939.0  940.3
127480  936.2  937.6
127481  933.5  934.9
127482  930.8  932.2
127483  928.1  929.5
127484  925.4  926.8
127485  922.7  924.1
127486  920.1  921.4
127487  917.4  918.7
127488  914.7  916.0
127489  912.0  913.4
127490  909.4  910.7
127491  906.7  908.1
127492  904.1  905.4
127493  901.4  902.8
127494  898.8  900.1
127495  896.2  897.5
127496  893.5  894.9
127497  890.9  892.2
127498  888.3  889.6
127499  885.7  887.0
127500  883.1  884.4
127501  880.5  881.8
127502  877.9  879.2
127503  875.3  876.6
127504  872.7  874.0
127505  870.1  871.4
127506  867.6  868.9
127507  865.0  866.3
127508  862.4  863.7
127509  859.9  861.2
127510  857.3  858.6
127511  854.8  856.1
127512  852.3  853.5
127513  849.7  851.0
127514  847.2  848.5
127515  844.7  845.9
127516  842.2  843.4
127517  839.6  840.9
127518  837.1  838.4
127519  834.6  835.9
127520  832.1  833.4
127521  829.6  830.9
127522  827.2  828.4
127523  824.7  825.9
127524  822.2  823.4
127525  819.7  821.0
127526  817.3  818.5
127527  814.8  816.0
127528  812.4  813.6
127529  809.9  811.1
127530  807.5  808.7
127531  805.0  806.2
127532  802.6  803.8
127533  800.2  801.4
127534  797.7  799.0
127535  795.3  796.5
127536  792.9  794.1
127537  790.5  791.7
127538  788.1  789.3
127539  785.7  786.9
127540  783.3  784.5
127541  780.9  782.1
127542  778.6  779.8
127543  776.2  777.4
127544  773.8  775.0
127545  771.5  772.6
127546  769.1  770.3
127547  766.8  767.9
127548  764.4  765.6
127549  762.1  763.2
127550  759.7  760.9
127551  757.4  758.6
127552  755.1  756.3
127553  752.8  753.9
127554  750.5  751.6
127555  748.1  749.3
127556  745.8  747.0
127557  743.5  744.7
127558  741.3  742.4
127559  739.0  740.1
127560  736.7  737.8
127561  734.4  735.6
127562  732.1  733.3
127563  729.9  731.0
127564  727.6  728.7
127565  725.4  726.5
127566  723.1  724.2
127567  720.9  722.0
127568  718.6  719.8
127569  716.4  717.5
127570  714.2  715.3
127571  711.9  713.1
127572  709.7  710.8
127573  707.5  708.6
127574  705.3  706.4
127575  703.1  704.2
127576  700.9  702.0
127577  698.7  699.8
127578  696.5  697.6
127579  694.3  695.4
127580  692.2  693.3
127581  690.0  691.1
127582  687.8  688.9
127583  685.7  686.8
127584  683.5  684.6
127585  681.4  682.4
127586  679.2  680.3
127587  677.1  678.2
127588  674.9  676.0
127589  672.8  673.9
127590  670.7  671.8
127591  668.6  669.6
127592  666.5  667.5
127593  664.3  665.4
127594  662.2  663.3
127595  660.1  661.2
127596  658.0  659.1
127597  656.0  657.0
127598  653.9  654.9
127599  651.8  652.8
127600  649.7  650.8
127601  647.6  648.7
127602  645.6  646.6
127603  643.5  644.6
127604  641.5  642.5
127605  639.4  640.4
127606  637.4  638.4
127607  635.3  636.4
127608  633.3  634.3
127609  631.3  632.3
127610  629.2  630.3
127611  627.2  628.2
127612  625.2  626.2
127613  623.2  624.2
127614  621.2  622.2
127615  619.2  620.2
127616  617.2  618.2
127617  615.2  616.2
127618  613.2  614.2
127619  611.3  612.2
127620  609.3  610.3
127621  607.3  608.3
127622  605.4  606.3
127623  603.4  604.4
127624  601.4  602.4
127625  599.5  600.5
127626  597.6  598.5
127627  595.6  596.6
127628  593.7  594.7
127629  591.8  592.7
127630  589.8  590.8
127631  587.9  588.9
127632  586.0  587.0
127633  584.1  585.1
127634  582.2  583.2
127635  580.3  581.3
127636  578.4  579.4
127637  576.6  577.5
127638  574.7  575.6
127639  572.8  573.7
127640  570.9  571.9
127641  569.1  570.0
127642  567.2  568.2
127643  565.4  566.3
127644  563.5  564.5
127645  561.7  562.6
127646  559.9  560.8
127647  558.0  558.9
127648  556.2  557.1
127649  554.4  555.3
127650  552.6  553.5
127651  550.8  551.7
127652  549.0  549.9
127653  547.2  548.1
127654  545.4  546.3
127655  543.6  544.5
127656  541.8  542.7
127657  540.0  540.9
127658  538.2  539.1
127659  536.5  537.4
127660  534.7  535.6
127661  533.0  533.8
127662  531.2  532.1
127663  529.5  530.3
127664  527.7  528.6
127665  526.0  526.8
127666  524.2  525.1
127667  522.5  523.4
127668  520.8  521.7
127669  519.1  519.9
127670  517.4  518.2
127671  515.7  516.5
127672  514.0  514.8
127673  512.3  513.1
127674  510.6  511.4
127675  508.9  509.7
127676  507.2  508.0
127677  505.5  506.4
127678  503.8  504.7
127679  502.2  503.0
127680  500.5  501.3
127681  1011.6  1013.0
127682  1008.7  1010.1
127683  1005.8  1007.3
127684  1003.0  1004.4
127685  1000.1  1001.6
127686  997.3  998.7
127687  994.5  995.9
127688  991.6  993.0
127689  988.8  990.2
127690  986.0  987.4
127691  983.2  984.6
127692  980.4  981.8
127693  977.6  979.0
127694  974.8  976.2
127695  972.0  973.4
127696  969.2  970.6
127697  966.4  967.8
127698  963.7  965.0
127699  960.9  962.3
127700  958.1  959.5
127701  955.4  956.7
127702  952.6  954.0
127703  949.9  951.2
127704  947.1  948.5
127705  944.4  945.8
127706  941.7  943.0
127707  939.0  940.3
127708  936.2  937.6
127709  933.5  934.9
127710  930.8  932.2
127711  928.1  929.5
127712  925.4  926.8
127713  922.7  924.1
127714  920.1  921.4
127715  917.4  918.7
127716  914.7  916.0
127717  912.0  913.4
127718  909.4  910.7
127719  906.7  908.1
127720  904.1  905.4
127721  901.4  902.8
127722  898.8  900.1
127723  896.2  897.5
127724  893.5  894.9
127725  890.9  892.2
127726  888.3  889.6
127727  885.7  887.0
127728  883.1  884.4
127729  880.5  881.8
127730  877.9  879.2
127731  875.3  876.6
127732  872.7  874.0
127733  870.1  871.4
127734  867.6  868.9
127735  865.0  866.3
127736  862.4  863.7
127737  859.9  861.2
127738  857.3  858.6
127739  854.8  856.1
127740  852.3  853.5
127741  849.7  851.0
127742  847.2  848.5
127743  844.7  845.9
127744  842.2  843.4
127745  839.6  840.9
127746  837.1  838.4
127747  834.6  835.9
127748  832.1  833.4
127749  829.6  830.9
127750  827.2  828.4
127751  824.7  825.9
127752  822.2  823.4
127753  819.7  821.0
127754  817.3  818.5
127755  814.8  816.0
127756  812.4  813.6
127757  809.9  811.1
127758  807.5  808.7
127759  805.0  806.2
127760  802.6  803.8
127761  800.2  801.4
127762  797.7  799.0
127763  795.3  796.5
127764  792.9  794.1
127765  790.5  791.7
127766  788.1  789.3
127767  785.7  786.9
127768  783.3  784.5
127769  780.9  782.1
127770  778.6  779.8
127771  776.2  777.4
127772  773.8  775.0
127773  771.5  772.6
127774  769.1  770.3
127775  766.8  767.9
127776  764.4  765.6
127777  762.1  763.2
127778  759.7  760.9
127779  757.4  758.6
127780  755.1  756.2
127781  752.8  753.9
127782  750.5  751.6
127783  748.1  749.3
127784  745.8  747.0
127785  743.5  744.7
127786  741.3  742.4
127787  739.0  740.1
127788  736.7  737.8
127789  734.4  735.6
127790  732.1  733.3
127791  729.9  731.0
127792  727.6  728.7
127793  725.4  726.5
127794  723.1  724.2
127795  720.9  722.0
127796  718.6  719.7
127797  716.4  717.5
127798  714.2  715.3
127799  711.9  713.1
127800  709.7  710.8
127801  707.5  708.6
127802  705.3  706.4
127803  703.1  704.2
127804  700.9  702.0
127805  698.7  699.8
127806  696.5  697.6
127807  694.3  695.4
127808  692.2  693.3
127809  690.0  691.1
127810  687.8  688.9
127811  685.7  686.8
127812  683.5  684.6
127813  681.4  682.4
127814  679.2  680.3
127815  677.1  678.1
127816  674.9  676.0
127817  672.8  673.9
127818  670.7  671.8
127819  668.6  669.6
127820  666.5  667.5
127821  664.3  665.4
127822  662.2  663.3
127823  660.1  661.2
127824  658.0  659.1
127825  656.0  657.0
127826  653.9  654.9
127827  651.8  652.8
127828  649.7  650.8
127829  647.6  648.7
127830  645.6  646.6
127831  643.5  644.6
127832  641.5  642.5
127833  639.4  640.4
127834  637.4  638.4
127835  635.3  636.4
127836  633.3  634.3
127837  631.3  632.3
127838  629.2  630.3
127839  627.2  628.2
127840  625.2  626.2
127841  623.2  624.2
127842  621.2  622.2
127843  619.2  620.2
127844  617.2  618.2
127845  615.2  616.2
127846  613.2  614.2
127847  611.3  612.2
127848  609.3  610.3
127849  607.3  608.3
127850  605.4  606.3
127851  603.4  604.4
127852  601.4  602.4
127853  599.5  600.5
127854  597.6  598.5
127855  595.6  596.6
127856  593.7  594.7
127857  591.8  592.7
127858  589.8  590.8
127859  587.9  588.9
127860  586.0  587.0
127861  584.1  585.1
127862  582.2  583.2
127863  580.3  581.3
127864  578.4  579.4
127865  576.6  577.5
127866  574.7  575.6
127867  572.8  573.7
127868  570.9  571.9
127869  569.1  570.0
127870  567.2  568.2
127871  565.4  566.3
127872  563.5  564.5
127873  561.7  562.6
127874  559.9  560.8
127875  558.0  558.9
127876  556.2  557.1
127877  554.4  555.3
127878  552.6  553.5
127879  550.8  551.7
127880  549.0  549.9
127881  547.2  548.1
127882  545.4  546.3
127883  543.6  544.5
127884  541.8  542.7
127885  540.0  540.9
127886  538.2  539.1
127887  536.5  537.4
127888  534.7  535.6
127889  533.0  533.8
127890  531.2  532.1
127891  529.5  530.3
127892  527.7  528.6
127893  526.0  526.8
127894  524.2  525.1
127895  522.5  523.4
127896  520.8  521.7
127897  519.1  519.9
127898  517.4  518.2
127899  515.7  516.5
127900  514.0  514.8
127901  512.3  513.1
127902  510.6  511.4
127903  508.9  509.7
127904  507.2  508.0
127905  505.5  506.4
127906  503.8  504.7
127907  502.2  503.0
127908  500.5  501.3
127909  1011.6  1013.0
127910  1008.7  1010.1
127911  1005.8  1007.3
127912  1003.0  1004.4
127913  1000.1  1001.6
127914  997.3  998.7
127915  994.5  995.9
127916  991.6  993.0
127917  988.8  990.2
127918  986.0  987.4
127919  983.2  984.6
127920  980.4  981.8
127921  977.6  979.0
127922  974.8  976.2
127923  972.0  973.4
127924  969.2  970.6
127925  966.4  967.8
127926  963.7  965.0
127927  960.9  962.3
127928  958.1  959.5
127929  955.4  956.7
127930  952.6  954.0
127931  949.9  951.2
127932  947.1  948.5
127933  944.4  945.8
127934  941.7  943.0
127935  939.0  940.3
127936  936.2  937.6
127937  933.5  934.9
127938  930.8  932.2
127939  928.1  929.5
127940  925.4  926.8
127941  922.7  924.1
127942  920.1  921.4
127943  917.4  918.7
127944  914.7  916.0
127945  912.0  913.4
127946  909.4  910.7
127947  906.7  908.1
127948  904.1  905.4
127949  901.4  902.8
127950  898.8  900.1
127951  896.2  897.5
127952  893.5  894.9
127953  890.9  892.2
127954  888.3  889.6
127955  885.7  887.0
127956  883.1  884.4
127957  880.5  881.8
127958  877.9  879.2
127959  875.3  876.6
127960  872.7  874.0
127961  870.1  871.4
127962  867.6  868.9
127963  865.0  866.3
127964  862.4  863.7
127965  859.9  861.2
127966  857.3  858.6
127967  854.8  856.1
127968  852.3  853.5
127969  849.7  851.0
127970  847.2  848.5
127971  844.7  845.9
127972  842.2  843.4
127973  839.6  840.9
127974  837.1  838.4
127975  834.6  835.9
127976  832.1  833.4
127977  829.6  830.9
127978  827.2  828.4
127979  824.7  825.9
127980  822.2  823.4
127981  819.7  821.0
127982  817.3  818.5
127983  814.8  816.0
127984  812.4  813.6
127985  809.9  811.1
127986  807.5  808.7
127987  805.0  806.2
127988  802.6  803.8
127989  800.2  801.4
127990  797.7  799.0
127991  795.3  796.5
127992  792.9  794.1
127993  790.5  791.7
127994  788.1  789.3
127995  785.7  786.9
127996  783.3  784.5
127997  780.9  782.1
127998  778.6  779.8
127999  776.2  777.4
128000  773.8  775.0
128001  771.5  772.6
128002  769.1  770.3
128003  766.8  767.9
128004  764.4  765.6
128005  762.1  763.2
128006  759.7  760.9
128007  757.4  758.6
128008  755.1  756.2
128009  752.8  753.9
128010  750.5  751.6
128011  748.1  749.3
128012  745.8  747.0
128013  743.5  744.7
128014  741.3  742.4
128015  739.0  740.1
128016  736.7  737.8
128017  734.4  735.6
128018  732.1  733.3
128019  729.9  731.0
128020  727.6  728.7
128021  725.4  726.5
128022  723.1  724.2
128023  720.9  722.0
128024  718.6  719.7
128025  716.4  717.5
128026  714.2  715.3
128027  711.9  713.1
128028  709.7  710.8
128029  707.5  708.6
128030  705.3  706.4
128031  703.1  704.2
128032  700.9  702.0
128033  698.7  699.8
128034  696.5  697.6
128035  694.3  695.4
128036  692.2  693.3
128037  690.0  691.1
128038  687.8  688.9
128039  685.7  686.8
128040  683.5  684.6
128041  681.4  682.4
128042  679.2  680.3
128043  677.1  678.1
128044  674.9  676.0
128045  672.8  673.9
128046  670.7  671.8
128047  668.6  669.6
128048  666.5  667.5
128049  664.3  665.4
128050  662.2  663.3
128051  660.1  661.2
128052  658.0  659.1
128053  656.0  657.0
128054  653.9  654.9
128055  651.8  652.8
128056  649.7  650.8
128057  647.6  648.7
128058  645.6  646.6
128059  643.5  644.6
128060  641.5  642.5
128061  639.4  640.4
128062  637.4  638.4
128063  635.3  636.4
128064  633.3  634.3
128065  631.3  632.3
128066  629.2  630.3
128067  627.2  628.2
128068  625.2  626.2
128069  623.2  624.2
128070  621.2  622.2
128071  619.2  620.2
128072  617.2  618.2
128073  615.2  616.2
128074  613.2  614.2
128075  611.3  612.2
128076  609.3  610.3
128077  607.3  608.3
128078  605.4  606.3
128079  603.4  604.4
128080  601.4  602.4
128081  599.5  600.5
128082  597.6  598.5
128083  595.6  596.6
128084  593.7  594.7
128085  591.8  592.7
128086  589.8  590.8
128087  587.9  588.9
128088  586.0  587.0
128089  584.1  585.1
128090  582.2  583.2
128091  580.3  581.3
128092  578.4  579.4
128093  576.6  577.5
128094  574.7  575.6
128095  572.8  573.7
128096  570.9  571.9
128097  569.1  570.0
128098  567.2  568.2
128099  565.4  566.3
128100  563.5  564.5
128101  561.7  562.6
128102  559.9  560.8
128103  558.0  558.9
128104  556.2  557.1
128105  554.4  555.3
128106  552.6  553.5
128107  550.8  551.7
128108  549.0  549.9
128109  547.2  548.1
128110  545.4  546.3
128111  543.6  544.5
128112  541.8  542.7
128113  540.0  540.9
128114  538.2  539.1
128115  536.5  537.4
128116  534.7  535.6
128117  533.0  533.8
128118  531.2  532.1
128119  529.5  530.3
128120  527.7  528.6
128121  526.0  526.8
128122  524.2  525.1
128123  522.5  523.4
128124  520.8  521.7
128125  519.1  519.9
128126  517.4  518.2
128127  515.7  516.5
128128  514.0  514.8
128129  512.3  513.1
128130  510.6  511.4
128131  508.9  509.7
128132  507.2  508.0
128133  505.5  506.4
128134  503.8  504.7
128135  502.2  503.0
128136  500.5  501.3
128137  1011.6  1013.0
128138  1008.7  1010.1
128139  1005.8  1007.3
128140  1003.0  1004.4
128141  1000.1  1001.6
128142  997.3  998.7
128143  994.5  995.9
128144  991.6  993.0
128145  988.8  990.2
128146  986.0  987.4
128147  983.2  984.6
128148  980.4  981.8
128149  977.6  979.0
128150  974.8  976.2
128151  972.0  973.4
128152  969.2  970.6
128153  966.4  967.8
128154  963.7  965.0
128155  960.9  962.3
128156  958.1  959.5
128157  955.4  956.7
128158  952.6  954.0
128159  949.9  951.2
128160  947.1  948.5
128161  944.4  945.8
128162  941.7  943.0
128163  939.0  940.3
128164  936.2  937.6
128165  933.5  934.9
128166  930.8  932.2
128167  928.1  929.5
128168  925.4  926.8
128169  922.7  924.1
128170  920.1  921.4
128171  917.4  918.7
128172  914.7  916.0
128173  912.0  913.4
128174  909.4  910.7
128175  906.7  908.1
128176  904.1  905.4
128177  901.4  902.8
128178  898.8  900.1
128179  896.2  897.5
128180  893.5  894.9
128181  890.9  892.2
128182  888.3  889.6
128183  885.7  887.0
128184  883.1  884.4
128185  880.5  881.8
128186  877.9  879.2
128187  875.3  876.6
128188  872.7  874.0
128189  870.1  871.4
128190  867.6  868.9
128191  865.0  866.3
128192  862.4  863.7
128193  859.9  861.2
128194  857.3  858.6
128195  854.8  856.1
128196  852.3  853.5
128197  849.7  851.0
128198  847.2  848.5
128199  844.7  845.9
128200  842.2  843.4
128201  839.6  840.9
128202  837.1  838.4
128203  834.6  835.9
128204  832.1  833.4
128205  829.6  830.9
128206  827.2  828.4
128207  824.7  825.9
128208  822.2  823.4
128209  819.7  821.0
128210  817.3  818.5
128211  814.8  816.0
128212  812.4  813.6
128213  809.9  811.1
128214  807.5  808.7
128215  805.0  806.2
128216  802.6  803.8
128217  800.2  801.4
128218  797.7  799.0
128219  795.3  796.5
128220  792.9  794.1
128221  790.5  791.7
128222  788.1  789.3
128223  785.7  786.9
128224  783.3  784.5
128225  780.9  782.1
128226  778.6  779.8
128227  776.2  777.4
128228  773.8  775.0
128229  771.5  772.6
128230  769.1  770.3
128231  766.8  767.9
128232  764.4  765.6
128233  762.1  763.2
128234  759.7  760.9
128235  757.4  758.6
128236  755.1  756.2
128237  752.8  753.9
128238  750.5  751.6
128239  748.1  749.3
128240  745.8  747.0
128241  743.5  744.7
128242  741.3  742.4
128243  739.0  740.1
128244  736.7  737.8
128245  734.4  735.5
128246  732.1  733.3
128247  729.9  731.0
128248  727.6  728.7
128249  725.4  726.5
128250  723.1  724.2
128251  720.9  722.0
128252  718.6  719.7
128253  716.4  717.5
128254  714.2  715.3
128255  711.9  713.1
128256  709.7  710.8
128257  707.5  708.6
128258  705.3  706.4
128259  703.1  704.2
128260  700.9  702.0
128261  698.7  699.8
128262  696.5  697.6
128263  694.3  695.4
128264  692.2  693.3
128265  690.0  691.1
128266  687.8  688.9
128267  685.7  686.8
128268  683.5  684.6
128269  681.4  682.4
128270  679.2  680.3
128271  677.1  678.1
128272  674.9  676.0
128273  672.8  673.9
128274  670.7  671.7
128275  668.6  669.6
128276  666.5  667.5
128277  664.3  665.4
128278  662.2  663.3
128279  660.1  661.2
128280  658.0  659.1
128281  656.0  657.0
128282  653.9  654.9
128283  651.8  652.8
128284  649.7  650.8
128285  647.6  648.7
128286  645.6  646.6
128287  643.5  644.6
128288  641.5  642.5
128289  639.4  640.4
128290  637.4  638.4
128291  635.3  636.4
128292  633.3  634.3
128293  631.3  632.3
128294  629.2  630.3
128295  627.2  628.2
128296  625.2  626.2
128297  623.2  624.2
128298  621.2  622.2
128299  619.2  620.2
128300  617.2  618.2
128301  615.2  616.2
128302  613.2  614.2
128303  611.3  612.2
128304  609.3  610.3
128305  607.3  608.3
128306  605.4  606.3
128307  603.4  604.4
128308  601.4  602.4
128309  599.5  600.5
128310  597.6  598.5
128311  595.6  596.6
128312  593.7  594.6
128313  591.8  592.7
128314  589.8  590.8
128315  587.9  588.9
128316  586.0  587.0
128317  584.1  585.1
128318  582.2  583.2
128319  580.3  581.3
128320  578.4  579.4
128321  576.6  577.5
128322  574.7  575.6
128323  572.8  573.7
128324  570.9  571.9
128325  569.1  570.0
128326  567.2  568.2
128327  565.4  566.3
128328  563.5  564.5
128329  561.7  562.6
128330  559.9  560.8
128331  558.0  558.9
128332  556.2  557.1
128333  554.4  555.3
128334  552.6  553.5
128335  550.8  551.7
128336  549.0  549.9
128337  547.2  548.1
128338  545.4  546.3
128339  543.6  544.5
128340  541.8  542.7
128341  540.0  540.9
128342  538.2  539.1
128343  536.5  537.4
128344  534.7  535.6
128345  533.0  533.8
128346  531.2  532.1
128347  529.5  530.3
128348  527.7  528.6
128349  526.0  526.8
128350  524.2  525.1
128351  522.5  523.4
128352  520.8  521.7
128353  519.1  519.9
128354  517.4  518.2
128355  515.7  516.5
128356  514.0  514.8
128357  512.3  513.1
128358  510.6  511.4
128359  508.9  509.7
128360  507.2  508.0
128361  505.5  506.4
128362  503.8  504.7
128363  502.2  503.0
128364  500.5  501.3
128365  1011.6  1013.0
128366  1008.7  1010.1
128367  1005.8  1007.3
128368  1003.0  1004.4
128369  1000.1  1001.6
128370  997.3  998.7
128371  994.5  995.9
128372  991.6  993.0
128373  988.8  990.2
128374  986.0  987.4
128375  983.2  984.6
128376  980.4  981.8
128377  977.6  979.0
128378  974.8  976.2
128379  972.0  973.4
128380  969.2  970.6
128381  966.4  967.8
128382  963.7  965.0
128383  960.9  962.3
128384  958.1  959.5
128385  955.4  956.7
128386  952.6  954.0
128387  949.9  951.2
128388  947.1  948.5
128389  944.4  945.8
128390  941.7  943.0
128391  939.0  940.3
128392  936.2  937.6
128393  933.5  934.9
128394  930.8  932.2
128395  928.1  929.5
128396  925.4  926.8
128397  922.7  924.1
128398  920.1  921.4
128399  917.4  918.7
128400  914.7  916.0
128401  912.0  913.4
128402  909.4  910.7
128403  906.7  908.1
128404  904.1  905.4
128405  901.4  902.8
128406  898.8  900.1
128407  896.2  897.5
128408  893.5  894.9
128409  890.9  892.2
128410  888.3  889.6
128411  885.7  887.0
128412  883.1  884.4
128413  880.5  881.8
128414  877.9  879.2
128415  875.3  876.6
128416  872.7  874.0
128417  870.1  871.4
128418  867.6  868.9
128419  865.0  866.3
128420  862.4  863.7
128421  859.9  861.2
128422  857.3  858.6
128423  854.8  856.1
128424  852.3  853.5
128425  849.7  851.0
128426  847.2  848.5
128427  844.7  845.9
128428  842.2  843.4
128429  839.6  840.9
128430  837.1  838.4
128431  834.6  835.9
128432  832.1  833.4
128433  829.6  830.9
128434  827.2  828.4
128435  824.7  825.9
128436  822.2  823.4
128437  819.7  821.0
128438  817.3  818.5
128439  814.8  816.0
128440  812.4  813.6
128441  809.9  811.1
128442  807.5  808.7
128443  805.0  806.2
128444  802.6  803.8
128445  800.2  801.4
128446  797.7  799.0
128447  795.3  796.5
128448  792.9  794.1
128449  790.5  791.7
128450  788.1  789.3
128451  785.7  786.9
128452  783.3  784.5
128453  780.9  782.1
128454  778.6  779.8
128455  776.2  777.4
128456  773.8  775.0
128457  771.5  772.6
128458  769.1  770.3
128459  766.8  767.9
128460  764.4  765.6
128461  762.1  763.2
128462  759.7  760.9
128463  757.4  758.6
128464  755.1  756.2
128465  752.8  753.9
128466  750.5  751.6
128467  748.1  749.3
128468  745.8  747.0
128469  743.5  744.7
128470  741.3  742.4
128471  739.0  740.1
128472  736.7  737.8
128473  734.4  735.5
128474  732.1  733.3
128475  729.9  731.0
128476  727.6  728.7
128477  725.4  726.5
128478  723.1  724.2
128479  720.9  722.0
128480  718.6  719.7
128481  716.4  717.5
128482  714.2  715.3
128483  711.9  713.1
128484  709.7  710.8
128485  707.5  708.6
128486  705.3  706.4
128487  703.1  704.2
128488  700.9  702.0
128489  698.7  699.8
128490  696.5  697.6
128491  694.3  695.4
128492  692.2  693.3
128493  690.0  691.1
128494  687.8  688.9
128495  685.7  686.8
128496  683.5  684.6
128497  681.4  682.4
128498  679.2  680.3
128499  677.1  678.1
128500  674.9  676.0
128501  672.8  673.9
128502  670.7  671.7
128503  668.6  669.6
128504  666.5  667.5
128505  664.3  665.4
128506  662.2  663.3
128507  660.1  661.2
128508  658.0  659.1
128509  656.0  657.0
128510  653.9  654.9
128511  651.8  652.8
128512  649.7  650.8
128513  647.6  648.7
128514  645.6  646.6
128515  643.5  644.5
128516  641.5  642.5
128517  639.4  640.4
128518  637.4  638.4
128519  635.3  636.4
128520  633.3  634.3
128521  631.3  632.3
128522  629.2  630.3
128523  627.2  628.2
128524  625.2  626.2
128525  623.2  624.2
128526  621.2  622.2
128527  619.2  620.2
128528  617.2  618.2
128529  615.2  616.2
128530  613.2  614.2
128531  611.3  612.2
128532  609.3  610.3
128533  607.3  608.3
128534  605.4  606.3
128535  603.4  604.4
128536  601.4  602.4
128537  599.5  600.5
128538  597.6  598.5
128539  595.6  596.6
128540  593.7  594.6
128541  591.8  592.7
128542  589.8  590.8
128543  587.9  588.9
128544  586.0  587.0
128545  584.1  585.1
128546  582.2  583.2
128547  580.3  581.3
128548  578.4  579.4
128549  576.6  577.5
128550  574.7  575.6
128551  572.8  573.7
128552  570.9  571.9
128553  569.1  570.0
128554  567.2  568.2
128555  565.4  566.3
128556  563.5  564.5
128557  561.7  562.6
128558  559.9  560.8
128559  558.0  558.9
128560  556.2  557.1
128561  554.4  555.3
128562  552.6  553.5
128563  550.8  551.7
128564  549.0  549.9
128565  547.2  548.1
128566  545.4  546.3
128567  543.6  544.5
128568  541.8  542.7
128569  540.0  540.9
128570  538.2  539.1
128571  536.5  537.4
128572  534.7  535.6
128573  533.0  533.8
128574  531.2  532.1
128575  529.5  530.3
128576  527.7  528.6
128577  526.0  526.8
128578  524.2  525.1
128579  522.5  523.4
128580  520.8  521.7
128581  519.1  519.9
128582  517.4  518.2
128583  515.7  516.5
128584  514.0  514.8
128585  512.3  513.1
128586  510.6  511.4
128587  508.9  509.7
128588  507.2  508.0
128589  505.5  506.4
128590  503.8  504.7
128591  502.2  503.0
128592  500.5  501.3
128593  1011.6  1013.0
128594  1008.7  1010.1
128595  1005.8  1007.3
128596  1003.0  1004.4
128597  1000.1  1001.6
128598  997.3  998.7
128599  994.5  995.9
128600  991.6  993.0
128601  988.8  990.2
128602  986.0  987.4
128603  983.2  984.6
128604  980.4  981.8
128605  977.6  979.0
128606  974.8  976.2
128607  972.0  973.4
128608  969.2  970.6
128609  966.4  967.8
128610  963.7  965.0
128611  960.9  962.3
128612  958.1  959.5
128613  955.4  956.7
128614  952.6  954.0
128615  949.9  951.2
128616  947.1  948.5
128617  944.4  945.8
128618  941.7  943.0
128619  939.0  940.3
128620  936.2  937.6
128621  933.5  934.9
128622  930.8  932.2
128623  928.1  929.5
128624  925.4  926.8
128625  922.7  924.1
128626  920.1  921.4
128627  917.4  918.7
128628  914.7  916.0
